transaction_id,account_id,timestamp,amount,currency,transaction_type,merchant_id,status
TXN_efff47835a4a,ACC_aa374d7f21f5,2024-06-29 00:00:00,12035.81,JPY,CREDIT,MER_e4c29c576e40,COMPLETED
TXN_150243c768dc,ACC_452a02383102,2024-09-26 00:00:00,27208.66,CNY,REFUND,MER_2037b1a8c10d,CANCELLED
TXN_1fae90a23550,ACC_ec8be1919d49,2024-07-10 00:00:00,12689.98,USD,TRANSFER,MER_1bfe96f97a0b,FAILED
TXN_677792bf448f,ACC_936858c204a3,2024-02-23 00:00:00,38577.35,GBP,CREDIT,MER_bf1050cbc7d1,FAILED
TXN_f623b80b4dad,ACC_033f8e5c97e6,2024-12-16 00:00:00,23236.5,JPY,CREDIT,MER_5c5bfff1be5f,COMPLETED
TXN_56de1645b61f,ACC_6720842371cf,2024-01-19 00:00:00,14679.19,USD,CREDIT,MER_f1a5fdcc481e,FAILED
TXN_86ecdb51cfa0,ACC_ce42edfe0151,2024-10-05 00:00:00,23675.25,USD,CREDIT,MER_54cb1bfa8714,COMPLETED
TXN_415da2949d05,ACC_0a98bf923a89,2024-03-04 00:00:00,39969.13,JPY,PAYMENT,MER_992529124b8c,CANCELLED
TXN_9f30bd7995cc,ACC_b244a99fb19f,2024-12-20 00:00:00,24881.19,CNY,TRANSFER,MER_032b5620a2b1,CANCELLED
TXN_ee564ac6c6a7,ACC_6e777dfdc3a0,2024-04-02 00:00:00,27278.27,GBP,DEBIT,MER_27666433b69d,FAILED
TXN_069bae896e59,ACC_d45626864fd1,2024-08-06 00:00:00,8340.57,JPY,TRANSFER,MER_65c81a1e85e9,FAILED
TXN_6a878cde02b1,ACC_ee0fc2fa18a7,2024-11-23 00:00:00,49001.56,USD,DEBIT,MER_408eb4ca9904,CANCELLED
TXN_7715e02a8cec,ACC_4f696e34411f,2024-12-13 00:00:00,8007.74,USD,CREDIT,MER_340bdb00339a,CANCELLED
TXN_caadda70d406,ACC_a9f2692c56ca,2024-11-26 00:00:00,18322.76,JPY,REFUND,MER_401ee6dbc0e9,PENDING
TXN_243a9c9e04b2,ACC_0e7032f5b5af,2024-07-09 00:00:00,22202.53,USD,REFUND,MER_65d69e378a84,FAILED
TXN_b30c6e53480d,ACC_cea1e0dadb51,2024-05-07 00:00:00,48026.4,USD,CREDIT,MER_54af2712a98d,CANCELLED
TXN_0691091279f2,ACC_c9b48e1c42bf,2024-05-13 00:00:00,35204.85,EUR,REFUND,MER_011849f516a1,CANCELLED
TXN_a747acd4caa6,ACC_5669de53f253,2024-02-07 00:00:00,22607.61,JPY,DEBIT,MER_63e50193c376,FAILED
TXN_5c408e527e85,ACC_2fbf68b07cbe,2024-10-08 00:00:00,27113.15,GBP,CREDIT,MER_25dbb0857437,PENDING
TXN_6e3a4367d011,ACC_2a954c49ddba,2024-03-03 00:00:00,49256.78,EUR,CREDIT,MER_2da4344a7c8a,COMPLETED
TXN_f5f353bc8823,ACC_534faeff714a,2024-08-27 00:00:00,40185.05,CNY,CREDIT,MER_56df9ed405b8,COMPLETED
TXN_66981b373660,ACC_ce4d7ca90a10,2024-09-02 00:00:00,26289.53,JPY,REFUND,MER_e2acf19e9bf2,FAILED
TXN_cef33e548a3e,ACC_5ae41c55355f,2024-12-14 00:00:00,25872.83,EUR,REFUND,MER_19f7bf17b57a,PENDING
TXN_068e99d2ddd7,ACC_1a37cf14f56b,2024-09-14 00:00:00,45536.51,USD,DEBIT,MER_e886488699b6,FAILED
TXN_886dda53fed5,ACC_6a15313f4e8b,2024-12-29 00:00:00,11281.26,CNY,TRANSFER,MER_1f5bc27bef08,FAILED
TXN_a7371b0ad2d1,ACC_0c8001f5c0ac,2024-05-20 00:00:00,6267.26,GBP,REFUND,MER_b3d8d150b0c2,PENDING
TXN_b6b32a6e8cf7,ACC_dc3f66bea50a,2024-03-28 00:00:00,32940.06,CNY,TRANSFER,MER_d9257a5554c5,COMPLETED
TXN_30a42ebf7f7d,ACC_1a431e473af0,2024-01-24 00:00:00,47427.86,CNY,TRANSFER,MER_d2b7348ff8c5,CANCELLED
TXN_c60b3ed23447,ACC_e1d7a0c64143,2024-11-17 00:00:00,27283.42,GBP,PAYMENT,MER_e2df29f8fa31,CANCELLED
TXN_f7e11484264b,ACC_85660e945b32,2024-01-31 00:00:00,7912.44,JPY,PAYMENT,MER_cc8349bccd53,FAILED
TXN_850f022c78ec,ACC_82fe7ec21f69,2024-06-12 00:00:00,36712.65,GBP,PAYMENT,MER_f828d7c401b5,FAILED
TXN_8c8da71e0df8,ACC_4de723232630,2024-05-03 00:00:00,23328.96,GBP,PAYMENT,MER_4332ab2f1da5,COMPLETED
TXN_91f07248513b,ACC_4edfc7258dd7,2024-11-11 00:00:00,20912.56,EUR,TRANSFER,MER_5d1df7d839b0,FAILED
TXN_69f1f3a37476,ACC_b8bdc73cd13b,2024-09-20 00:00:00,23346.09,GBP,PAYMENT,MER_bab55432f564,CANCELLED
TXN_11d4d5fa4963,ACC_ed5693decd62,2024-04-20 00:00:00,29171.37,USD,DEBIT,MER_a3878e8d6cd2,CANCELLED
TXN_d81ac257e701,ACC_80ef4801df03,2024-02-25 00:00:00,21552.08,GBP,TRANSFER,MER_62eda05f1bca,FAILED
TXN_b8b513d20ddd,ACC_a4f2a14dfe8a,2024-10-14 00:00:00,9740.82,CNY,TRANSFER,MER_4aab643a5a25,CANCELLED
TXN_aa25a7155f5e,ACC_2bd6a465ab74,2024-11-15 00:00:00,34023.13,USD,CREDIT,MER_1955c8a49371,CANCELLED
TXN_a7fdb184a4cf,ACC_5f7be4dbe2df,2024-10-12 00:00:00,46948.04,EUR,CREDIT,MER_25332159e830,CANCELLED
TXN_0bb530e32aec,ACC_172b923de7a7,2024-03-11 00:00:00,35682.46,JPY,REFUND,MER_a5a41fab16d6,PENDING
TXN_213c6e5fbe67,ACC_658374985fda,2024-03-24 00:00:00,19653.8,CNY,TRANSFER,MER_d43fe27c2559,CANCELLED
TXN_f4c33171064e,ACC_387a7ad95e5a,2024-01-09 00:00:00,18424.21,USD,PAYMENT,MER_8c8364fa889c,COMPLETED
TXN_3f27b03c9e52,ACC_291f1ea2d4c6,2024-12-01 00:00:00,39147.37,CNY,REFUND,MER_e01a38da4729,COMPLETED
TXN_1c7ec9112bd0,ACC_30aed5126e90,2024-11-18 00:00:00,36061.93,JPY,CREDIT,MER_fb5df38a4213,PENDING
TXN_75783ae54372,ACC_6b43e362f516,2024-02-26 00:00:00,9547.31,JPY,TRANSFER,MER_610528a7086b,CANCELLED
TXN_74804324902a,ACC_560e732e33cc,2024-11-09 00:00:00,46026.84,USD,CREDIT,MER_e7cd99f4faad,FAILED
TXN_47349a98f6d6,ACC_8906e08ef0a2,2024-07-11 00:00:00,15694.49,EUR,PAYMENT,MER_eac4bb06803a,FAILED
TXN_69e53ce51706,ACC_2c08f496008b,2024-12-14 00:00:00,32169.02,GBP,REFUND,MER_66f03e4111e4,PENDING
TXN_2a9c1d622dca,ACC_308c1d7fadf1,2024-06-01 00:00:00,38561.0,EUR,PAYMENT,MER_bd2c7b413787,FAILED
TXN_47d35c4ed335,ACC_133948e9bf32,2024-05-20 00:00:00,14396.59,CNY,REFUND,MER_ee197521bd77,CANCELLED
TXN_41fbc9bb49e7,ACC_c9a5ad9f5ac1,2024-03-15 00:00:00,14529.73,GBP,DEBIT,MER_1db09e25fb2a,CANCELLED
TXN_933facdc0c0d,ACC_5eb8c7d095b2,2024-04-19 00:00:00,10111.38,CNY,TRANSFER,MER_69f240532217,FAILED
TXN_76bb72cc40fe,ACC_e173984ed5a8,2024-10-27 00:00:00,11971.71,USD,REFUND,MER_d2995260f7cb,PENDING
TXN_f741a81da05a,ACC_d92d4f80383e,2024-08-29 00:00:00,5036.24,EUR,DEBIT,MER_d170d0d32b38,PENDING
TXN_946f912e2df4,ACC_97e8aeb6c96f,2024-08-31 00:00:00,23877.65,EUR,TRANSFER,MER_c364ff6561c5,COMPLETED
TXN_4b380da3fcc5,ACC_79908c50857e,2024-10-20 00:00:00,11618.69,USD,CREDIT,MER_abee2bd6a27f,PENDING
TXN_c15e0c99e44b,ACC_8c3758e0aae5,2024-07-22 00:00:00,39400.15,EUR,TRANSFER,MER_afef739306b1,COMPLETED
TXN_92a84dd5a251,ACC_e6bf338b618d,2024-06-20 00:00:00,14235.24,CNY,REFUND,MER_38ea03cb0ff8,PENDING
TXN_865370e18c28,ACC_3b9b154918a2,2024-04-08 00:00:00,40442.61,GBP,CREDIT,MER_cc20472fbb03,FAILED
TXN_a0cedd8a6c6c,ACC_f13306d7e4a2,2024-06-21 00:00:00,39540.48,CNY,CREDIT,MER_1da6388545a0,CANCELLED
TXN_7baf054957c3,ACC_55b27286c70d,2024-02-14 00:00:00,20047.65,USD,CREDIT,MER_afe2ae9197a9,CANCELLED
TXN_736620c768d4,ACC_ee6920bc0c5a,2024-05-13 00:00:00,19184.88,JPY,TRANSFER,MER_f8c4c02f4633,FAILED
TXN_112a6222276c,ACC_a207d5a4d4ca,2024-05-13 00:00:00,32687.63,EUR,DEBIT,MER_24efb3dcb9bb,CANCELLED
TXN_5c71a415022e,ACC_a5f14614b7df,2024-09-14 00:00:00,46156.07,GBP,DEBIT,MER_1a2fbf9f1623,FAILED
TXN_d0e738fabf3c,ACC_aed58868a50e,2024-03-09 00:00:00,23914.31,JPY,REFUND,MER_ca511dedc477,CANCELLED
TXN_6b79ba394894,ACC_ed6b20923832,2024-04-21 00:00:00,38095.36,CNY,DEBIT,MER_148773c65923,FAILED
TXN_8101e28906fa,ACC_0027242f36fe,2024-02-01 00:00:00,41440.41,CNY,CREDIT,MER_21693ac3bb3d,PENDING
TXN_73565f0a2982,ACC_4a9b920f17dd,2024-08-14 00:00:00,5820.84,EUR,REFUND,MER_8203a3ddd036,CANCELLED
TXN_d2bf5ad95f37,ACC_ec9238bb6559,2024-09-19 00:00:00,20777.07,CNY,DEBIT,MER_67e030c09260,FAILED
TXN_af40576c20e3,ACC_1c0c9d91f70e,2024-01-02 00:00:00,37292.77,CNY,DEBIT,MER_ab1d45466ed6,FAILED
TXN_b49eb7fec408,ACC_270260250254,2024-01-31 00:00:00,46729.79,USD,PAYMENT,MER_2a96a0f507b1,CANCELLED
TXN_38dcbc98becf,ACC_74bf7cc91b49,2024-11-24 00:00:00,48916.88,JPY,TRANSFER,MER_22f3a4856bb5,CANCELLED
TXN_e1cc57bb2ccf,ACC_ae77dd18adaa,2024-07-12 00:00:00,18788.52,CNY,CREDIT,MER_37652251c4a1,FAILED
TXN_7aa1fdb1c041,ACC_a1516bc0f28c,2024-07-20 00:00:00,26446.84,EUR,DEBIT,MER_36eb077c3e4e,FAILED
TXN_59c7a5f448d4,ACC_f683cceee65d,2024-08-05 00:00:00,26601.36,EUR,CREDIT,MER_f6f7d5d3af47,PENDING
TXN_5f570318431d,ACC_bdd213e7a073,2024-02-27 00:00:00,1620.54,JPY,REFUND,MER_ff20859e66d5,COMPLETED
TXN_35aa90b5227f,ACC_96b61f7ba65a,2024-10-31 00:00:00,1688.48,CNY,DEBIT,MER_5590acefc9d0,COMPLETED
TXN_a4642167f43a,ACC_48d3e845b2c7,2024-04-21 00:00:00,37721.74,USD,CREDIT,MER_cceb22bb4340,FAILED
TXN_b605c1031d8d,ACC_848c56adf3ee,2024-10-21 00:00:00,15952.0,CNY,TRANSFER,MER_20a2be12e2a9,PENDING
TXN_1eb890e34d5f,ACC_367e49787be3,2024-07-30 00:00:00,15032.04,USD,REFUND,MER_ce4f136ad40d,PENDING
TXN_e73a9fa8f058,ACC_d62aa55bf717,2024-09-10 00:00:00,2353.74,GBP,PAYMENT,MER_a3d1afcf457a,FAILED
TXN_cc5c3ef7e575,ACC_54aeeffd8c8d,2024-06-02 00:00:00,18829.24,CNY,PAYMENT,MER_fcce1b2c7760,PENDING
TXN_0e6f76ae3bbd,ACC_af4c1b841780,2024-08-25 00:00:00,45737.91,CNY,PAYMENT,MER_50b4797bbdff,PENDING
TXN_d3c65f90a485,ACC_b3e7d0ab9899,2024-06-18 00:00:00,32338.83,JPY,TRANSFER,MER_779cbff2a062,PENDING
TXN_304c1df25385,ACC_2924d4788a68,2024-11-05 00:00:00,30150.07,USD,CREDIT,MER_8f89bb10ddec,PENDING
TXN_88f0412f985e,ACC_0cd939d576fc,2024-06-19 00:00:00,15166.37,USD,CREDIT,MER_92582fcf1140,COMPLETED
TXN_86fd71d58a8e,ACC_85490ad5bb9c,2024-05-04 00:00:00,34784.36,EUR,PAYMENT,MER_d4992ed43538,FAILED
TXN_c2541cd716fa,ACC_9f5c3a7cc410,2024-09-30 00:00:00,32439.58,GBP,TRANSFER,MER_0f704bfca177,CANCELLED
TXN_62e8f8cf2a48,ACC_db30265d278d,2024-08-28 00:00:00,38083.83,GBP,CREDIT,MER_9d93659cd97a,CANCELLED
TXN_6110162a3962,ACC_68c6956686c3,2024-03-15 00:00:00,820.83,CNY,REFUND,MER_edf7af1fa97a,CANCELLED
TXN_112595ce03b7,ACC_da72ca1fb807,2024-04-27 00:00:00,18998.19,EUR,PAYMENT,MER_adf66b573d09,FAILED
TXN_f4d686b6a8e4,ACC_ce2b3157e5da,2024-11-24 00:00:00,36982.31,JPY,CREDIT,MER_6d0cf2861390,FAILED
TXN_1572b0481e9d,ACC_ba6e17e6691a,2024-09-07 00:00:00,9210.55,CNY,DEBIT,MER_0958b31fdcdb,COMPLETED
TXN_fdcc31c38246,ACC_34c2e33df07a,2024-01-04 00:00:00,20625.49,EUR,DEBIT,MER_80d9d6614d29,COMPLETED
TXN_96816afe74c4,ACC_95cb7c476d13,2024-01-31 00:00:00,30895.58,CNY,PAYMENT,MER_dcd997dd8752,COMPLETED
TXN_b31c380566d0,ACC_13ee1b2b0fd4,2024-01-07 00:00:00,846.14,GBP,REFUND,MER_16d55eeb7abe,COMPLETED
TXN_eb6c076305a9,ACC_89f0d82068ba,2024-08-08 00:00:00,40310.32,EUR,DEBIT,MER_92787669ad39,PENDING
TXN_440afdc53ed2,ACC_50809ced861e,2024-05-09 00:00:00,40762.57,GBP,PAYMENT,MER_0dd282692705,CANCELLED
TXN_dff7382977d6,ACC_d37960d0a78d,2024-12-22 00:00:00,11300.6,USD,DEBIT,MER_69e1c69a20a5,CANCELLED
TXN_c195634f891a,ACC_ee371cecbb11,2024-11-22 00:00:00,482.41,EUR,DEBIT,MER_0ee5f9f14b86,CANCELLED
TXN_974a836b900e,ACC_b168036c67fc,2024-02-18 00:00:00,44740.61,USD,CREDIT,MER_e80feaeac007,CANCELLED
TXN_618d7c5c791a,ACC_3203dde7e63a,2024-12-16 00:00:00,46279.98,CNY,REFUND,MER_088183237ae0,PENDING
TXN_088024434f28,ACC_8a009cf01a43,2024-04-16 00:00:00,29355.93,JPY,DEBIT,MER_ef5e57e61e4c,PENDING
TXN_3f0db1cea3f3,ACC_a2c006396b85,2024-12-12 00:00:00,44827.32,GBP,PAYMENT,MER_31779835577e,PENDING
TXN_2b90ff4b553c,ACC_8b5947549831,2024-02-10 00:00:00,25044.63,GBP,DEBIT,MER_b2136a7fe039,PENDING
TXN_c386300d43b7,ACC_da5079a5cfc2,2024-11-10 00:00:00,47743.37,JPY,TRANSFER,MER_ce7d8c855611,FAILED
TXN_5b968b0fba2d,ACC_618f1f5411ec,2024-04-26 00:00:00,17797.0,JPY,PAYMENT,MER_04c78d3f8f36,CANCELLED
TXN_8530aa0401f1,ACC_5d7d7c8ac8b2,2024-05-06 00:00:00,35658.3,USD,TRANSFER,MER_390d49a9ed2a,PENDING
TXN_b64edfc59d74,ACC_b1f1c268de60,2024-02-24 00:00:00,4585.11,GBP,PAYMENT,MER_0878589d0d62,FAILED
TXN_db4e505009b8,ACC_f33da813ddf4,2024-08-08 00:00:00,22447.7,CNY,REFUND,MER_e72b8245dfc7,COMPLETED
TXN_f6c77671e52a,ACC_b8be5a0f4f6f,2024-11-01 00:00:00,29906.21,GBP,PAYMENT,MER_2122135569cc,CANCELLED
TXN_4bce4e18802b,ACC_5be3ff97f799,2024-10-13 00:00:00,45261.33,EUR,REFUND,MER_486cf4075d0c,CANCELLED
TXN_dd5223d43605,ACC_8ec8e8310dbe,2024-05-17 00:00:00,24661.27,USD,CREDIT,MER_e0e5a4c0b923,CANCELLED
TXN_cf98ce976ec6,ACC_212fd186b870,2024-07-03 00:00:00,12592.47,EUR,PAYMENT,MER_4effe40963ae,PENDING
TXN_0cad3ca70d74,ACC_d8e93d24e7ec,2024-01-04 00:00:00,47441.68,GBP,REFUND,MER_458de7c16055,FAILED
TXN_2c3d3816a15b,ACC_159e573c6569,2024-11-29 00:00:00,48711.53,EUR,TRANSFER,MER_eb99f191f45b,PENDING
TXN_82ff8cf3821c,ACC_965af410e028,2024-07-22 00:00:00,48436.57,GBP,PAYMENT,MER_699210e18419,PENDING
TXN_dc525dbf1b4c,ACC_7454a67545e7,2024-07-20 00:00:00,18257.13,CNY,CREDIT,MER_bfca3925915c,PENDING
TXN_b87d2a464eec,ACC_7b894a514df8,2024-08-24 00:00:00,47149.32,EUR,PAYMENT,MER_59bf77c1995a,COMPLETED
TXN_a9d879b0b210,ACC_13f85c63ba07,2024-07-28 00:00:00,33652.15,EUR,TRANSFER,MER_b3fc0457b260,PENDING
TXN_b452a028bb43,ACC_e83cd5860002,2024-02-07 00:00:00,22458.85,CNY,PAYMENT,MER_51c13e948e95,CANCELLED
TXN_b96c36d412c3,ACC_7c3d0f9372d6,2024-07-03 00:00:00,35084.7,CNY,REFUND,MER_4d7946776e40,COMPLETED
TXN_5268f82c2ca8,ACC_6e908da0c6fb,2024-12-06 00:00:00,17756.89,CNY,DEBIT,MER_e2181fc89cdd,CANCELLED
TXN_421dbf1b911b,ACC_9d7bb602877a,2024-08-08 00:00:00,5306.17,USD,TRANSFER,MER_7275798ff33b,PENDING
TXN_19d789af67dd,ACC_3a581cc8d680,2024-12-13 00:00:00,29433.61,CNY,CREDIT,MER_701591ae8b8e,COMPLETED
TXN_5f88f026fcd1,ACC_6ef15cad6502,2024-02-13 00:00:00,5812.31,EUR,TRANSFER,MER_3e658862701b,CANCELLED
TXN_877438c2a2f7,ACC_1f8c715e32d5,2024-06-27 00:00:00,23813.36,JPY,PAYMENT,MER_96f6c949b02f,FAILED
TXN_baeb1e7f40ac,ACC_5367a28b1660,2024-01-12 00:00:00,42460.51,USD,CREDIT,MER_2e5aecd703c2,PENDING
TXN_ec799fe136fb,ACC_02da01ccce87,2024-06-18 00:00:00,27996.85,JPY,CREDIT,MER_22df308f27f4,PENDING
TXN_fb941bac26da,ACC_3ed088b46027,2024-07-21 00:00:00,1469.32,CNY,CREDIT,MER_14dc4e55c36f,CANCELLED
TXN_7b76476029a7,ACC_56d9d5c0cc34,2024-04-15 00:00:00,13924.46,USD,REFUND,MER_db7055d18470,PENDING
TXN_03855621fea9,ACC_824fa6ad3c9f,2024-02-28 00:00:00,13125.05,JPY,REFUND,MER_5c5323f737c9,FAILED
TXN_bda1d6109279,ACC_c6846b5fb648,2024-10-27 00:00:00,5720.46,GBP,PAYMENT,MER_ee8b9ab33918,FAILED
TXN_6b5603c8958a,ACC_742281930ef8,2024-12-10 00:00:00,6706.05,USD,CREDIT,MER_cfb6565cbbda,PENDING
TXN_0bf41428940f,ACC_a6594a31f458,2024-07-17 00:00:00,20917.77,EUR,REFUND,MER_4c8afc90131d,PENDING
TXN_12ba6b09dc42,ACC_328d7080c598,2024-11-26 00:00:00,46535.44,EUR,REFUND,MER_909d35337ea0,FAILED
TXN_ad7e2d55012b,ACC_6c26e7a43f9b,2024-08-18 00:00:00,30974.3,GBP,DEBIT,MER_2a46540667e5,PENDING
TXN_d9ebb6d3d6c7,ACC_b6d3f763f481,2024-09-15 00:00:00,32656.96,JPY,PAYMENT,MER_d88f3cd570d1,CANCELLED
TXN_7fa2982aa8aa,ACC_fb9e37263151,2024-01-16 00:00:00,39796.09,EUR,TRANSFER,MER_10fc4878f881,PENDING
TXN_e65175c0647c,ACC_17430b6527ed,2024-08-22 00:00:00,28286.87,JPY,REFUND,MER_b6d7bb4d0e68,COMPLETED
TXN_be299e4d7c9a,ACC_6af41c3627d8,2024-07-06 00:00:00,27106.75,USD,PAYMENT,MER_52da11be5f20,CANCELLED
TXN_37e5e87e5383,ACC_b86e4dfac873,2024-05-06 00:00:00,14892.47,USD,PAYMENT,MER_35a1fa8a6db4,COMPLETED
TXN_3f6d76aec98c,ACC_1601bb01af58,2024-05-01 00:00:00,10501.81,CNY,TRANSFER,MER_1e316104ea98,CANCELLED
TXN_287d47528134,ACC_7be124536786,2024-04-15 00:00:00,40678.36,USD,REFUND,MER_e6fd92f3b08e,FAILED
TXN_8385d92ffd71,ACC_72bb2985b066,2024-12-26 00:00:00,14638.81,CNY,TRANSFER,MER_de3c03a6ef59,COMPLETED
TXN_de532e2a9cff,ACC_b8c2d6f881cb,2024-07-29 00:00:00,45939.25,GBP,CREDIT,MER_6e9fdd565573,PENDING
TXN_220b62e3cc5f,ACC_9b2cceb51d63,2024-05-06 00:00:00,38076.06,JPY,PAYMENT,MER_a8f8547814cb,FAILED
TXN_b186431a1714,ACC_665c9cbf1f6d,2024-02-08 00:00:00,31685.05,USD,PAYMENT,MER_745147f491e0,FAILED
TXN_441083789fc8,ACC_81cf3eb072ef,2024-08-20 00:00:00,47513.2,GBP,REFUND,MER_d4d52f271781,COMPLETED
TXN_51e8e852fe35,ACC_d71ceb0a2022,2024-12-06 00:00:00,34867.48,USD,REFUND,MER_ea2e29cc5841,CANCELLED
TXN_bb6841d5f12e,ACC_ff81fd26b6da,2024-06-14 00:00:00,41418.9,GBP,REFUND,MER_fea4b6eacfc9,CANCELLED
TXN_404d78d6f9f4,ACC_d50a8d783491,2024-01-25 00:00:00,2306.69,JPY,DEBIT,MER_8c8380e7d303,PENDING
TXN_99e46fe28457,ACC_8ec798462db5,2024-08-07 00:00:00,10123.89,EUR,TRANSFER,MER_2419c960abab,FAILED
TXN_a8a7b37d7223,ACC_21fc8ca19e17,2024-02-12 00:00:00,18598.47,EUR,DEBIT,MER_315b0b3ee4e8,FAILED
TXN_2174d56d9f04,ACC_8b5ea4f6e583,2024-08-07 00:00:00,32777.71,USD,DEBIT,MER_6a0dcaea8e4d,COMPLETED
TXN_fcee11724e68,ACC_fecbb5f1b46f,2024-12-14 00:00:00,22258.89,USD,TRANSFER,MER_8210bafdf36d,CANCELLED
TXN_28029ae44c9a,ACC_c4e20a3c1587,2024-04-27 00:00:00,19159.67,USD,DEBIT,MER_0fbf8800d39f,FAILED
TXN_6020d29dd5c4,ACC_eb72b7a0f66b,2024-03-09 00:00:00,32082.39,EUR,DEBIT,MER_e0e4b3dcca6a,COMPLETED
TXN_13d348516a63,ACC_ee9f0e992fbe,2024-06-28 00:00:00,36124.38,EUR,PAYMENT,MER_db14d205d202,CANCELLED
TXN_ae54760d3151,ACC_aa7ae6b2321c,2024-02-21 00:00:00,7009.26,USD,REFUND,MER_d8faa439023f,FAILED
TXN_2e18135925e7,ACC_8a488dc7a880,2024-03-12 00:00:00,12396.84,USD,CREDIT,MER_ff64623f689d,FAILED
TXN_debf49b4002d,ACC_3298ced6de4c,2024-12-03 00:00:00,43792.6,EUR,REFUND,MER_0a9ebfc9ae79,PENDING
TXN_baa3db90d664,ACC_ad9953f3a931,2024-01-28 00:00:00,39192.24,EUR,PAYMENT,MER_7764b35ab024,PENDING
TXN_c3c8b44caee7,ACC_eaae3a323895,2024-09-27 00:00:00,44437.34,USD,TRANSFER,MER_f4e0fe04b6b1,PENDING
TXN_517ec9ca3368,ACC_d32a30e6009b,2024-08-03 00:00:00,18276.97,EUR,PAYMENT,MER_9a25aa011462,COMPLETED
TXN_ca96801aad3a,ACC_059e73feadcf,2024-05-14 00:00:00,10794.99,USD,PAYMENT,MER_cd4fa780f292,CANCELLED
TXN_970159373690,ACC_7ee1528ea073,2024-11-23 00:00:00,26832.88,CNY,CREDIT,MER_4853bce276fb,FAILED
TXN_8a56960bb831,ACC_a9c8df1ed526,2024-03-20 00:00:00,26824.14,JPY,REFUND,MER_0f952a7133f4,COMPLETED
TXN_6de896af72d7,ACC_20146b002b5f,2024-05-02 00:00:00,2904.72,USD,PAYMENT,MER_1f4431d0c0e7,COMPLETED
TXN_036c0d06b0ec,ACC_8eb763791c6b,2024-03-30 00:00:00,5980.96,EUR,DEBIT,MER_20b0d3f61c80,FAILED
TXN_d1c492e4cdc8,ACC_4f5fc1f2927a,2024-05-12 00:00:00,8356.48,EUR,TRANSFER,MER_44f7e66d2b73,COMPLETED
TXN_268190f07f1f,ACC_7e3b249a5f47,2024-08-07 00:00:00,13606.31,USD,TRANSFER,MER_cf4af817b24f,COMPLETED
TXN_562a783c41cd,ACC_e9a0aa833021,2024-01-29 00:00:00,24985.5,CNY,CREDIT,MER_ddbe88ce208e,FAILED
TXN_ad387a2a70bc,ACC_7760ead7b0ec,2024-12-11 00:00:00,36141.69,EUR,REFUND,MER_61351ce6581e,COMPLETED
TXN_41b4d62163f7,ACC_6ac60cba6eb8,2024-07-15 00:00:00,46012.12,EUR,DEBIT,MER_21cdce166017,CANCELLED
TXN_e8b69a8bac83,ACC_bf12a022cd5e,2024-06-12 00:00:00,13570.19,USD,REFUND,MER_096dd66c15ee,COMPLETED
TXN_1ea0edeaf516,ACC_aba7cf1b03c6,2024-01-24 00:00:00,47704.43,USD,PAYMENT,MER_2ecb60bad117,FAILED
TXN_7e62101c31d0,ACC_e60e7f187a2e,2024-01-05 00:00:00,18452.28,GBP,REFUND,MER_b3c8bb6e9f61,PENDING
TXN_d773a6fc038d,ACC_e1849bcef6e5,2024-09-09 00:00:00,49889.38,EUR,REFUND,MER_f415622df6f7,PENDING
TXN_6b01b745fe69,ACC_5fb4373a18db,2024-01-13 00:00:00,11657.56,GBP,DEBIT,MER_86e3765e89a2,COMPLETED
TXN_991d7b84f47d,ACC_d13844e2b39d,2024-06-06 00:00:00,5206.41,CNY,CREDIT,MER_17c9406b44a5,COMPLETED
TXN_8bcd17c58e93,ACC_0eec6c773927,2024-05-23 00:00:00,4660.4,EUR,REFUND,MER_8d8f91fbee37,FAILED
TXN_4127016e9834,ACC_1480a0c4f968,2024-10-24 00:00:00,4787.89,EUR,PAYMENT,MER_f940f5703b69,COMPLETED
TXN_a44ecb51b0f8,ACC_3b16175425ee,2024-05-01 00:00:00,14590.88,GBP,PAYMENT,MER_2f0276653c5c,FAILED
TXN_26a6c5ef4898,ACC_fa737534b7ee,2024-02-08 00:00:00,47178.3,EUR,REFUND,MER_b599cee3e3a4,COMPLETED
TXN_4121826b7bd1,ACC_418c07f08cd5,2024-07-27 00:00:00,6045.63,GBP,CREDIT,MER_5623af399059,CANCELLED
TXN_24aed1db22aa,ACC_4302e4aaf0bb,2024-03-21 00:00:00,40381.77,GBP,REFUND,MER_f115b49e733e,FAILED
TXN_9a6957fecb64,ACC_d3bfb07a930d,2024-07-01 00:00:00,19818.26,USD,TRANSFER,MER_94f36815634e,PENDING
TXN_0c8e872229d9,ACC_e6673f57e987,2024-08-19 00:00:00,27802.13,CNY,CREDIT,MER_747fd38217e0,COMPLETED
TXN_501d1521d21d,ACC_df592b077f78,2024-01-07 00:00:00,3092.84,EUR,CREDIT,MER_da9c665d8e41,CANCELLED
TXN_7e8bb76b41f0,ACC_6b49650bdea2,2024-11-26 00:00:00,4211.13,CNY,TRANSFER,MER_a21dc8114686,COMPLETED
TXN_50572aadf40a,ACC_6cfae5c6028f,2024-11-26 00:00:00,22177.13,EUR,DEBIT,MER_28a0e7a6e9e0,FAILED
TXN_d271f8cbac52,ACC_403f5fae08c1,2024-01-26 00:00:00,8407.78,CNY,PAYMENT,MER_26bb7bd652a5,CANCELLED
