sensor_id,timestamp,temperature,humidity,pressure,location,battery_level,signal_strength
SENSOR_048,2025-12-02 18:51:42,23.8,36.43,988.01,Building_B,45.5,-53
SENSOR_054,2025-12-02 18:51:37,28.61,88.46,1025.44,Building_B,76.2,-90
SENSOR_068,2025-12-02 18:51:32,14.57,72.78,984.69,Outdoor,11.2,-30
SENSOR_065,2025-12-02 18:51:27,1.12,60.25,989.87,Outdoor,44.2,-74
SENSOR_092,2025-12-02 18:51:22,22.07,26.82,1010.62,Building_A,45.3,-35
SENSOR_054,2025-12-02 18:51:17,15.12,24.33,1007.74,Warehouse_1,72.3,-50
SENSOR_033,2025-12-02 18:51:12,34.9,75.94,1014.7,Building_A,42.4,-92
SENSOR_070,2025-12-02 18:51:07,44.68,90.09,984.14,Factory_Floor,3.2,-48
SENSOR_024,2025-12-02 18:51:02,32.29,77.44,1038.7,Factory_Floor,37.4,-52
SENSOR_058,2025-12-02 18:50:57,37.83,88.01,1002.54,Outdoor,13.3,-56
SENSOR_016,2025-12-02 18:50:52,-0.18,60.29,1011.73,Building_B,83.5,-98
SENSOR_039,2025-12-02 18:50:47,15.47,73.93,1005.45,Factory_Floor,82.3,-69
SENSOR_059,2025-12-02 18:50:42,9.04,40.67,1036.24,Building_A,3.2,-47
SENSOR_079,2025-12-02 18:50:37,32.13,86.28,980.94,Building_B,6.7,-96
SENSOR_058,2025-12-02 18:50:32,22.88,72.75,982.92,Building_A,40.2,-71
SENSOR_070,2025-12-02 18:50:27,1.95,84.78,983.39,Outdoor,99.3,-71
SENSOR_094,2025-12-02 18:50:22,21.69,63.31,1026.35,Warehouse_1,23.7,-82
SENSOR_085,2025-12-02 18:50:17,18.67,51.02,996.51,Outdoor,94.9,-78
SENSOR_081,2025-12-02 18:50:12,27.33,61.69,982.81,Warehouse_1,94.2,-52
SENSOR_068,2025-12-02 18:50:07,7.53,51.22,988.95,Factory_Floor,18.4,-32
SENSOR_061,2025-12-02 18:50:02,3.25,36.9,1031.45,Building_B,80.6,-93
SENSOR_072,2025-12-02 18:49:57,12.7,51.24,1011.8,Factory_Floor,24.3,-74
SENSOR_043,2025-12-02 18:49:52,25.57,89.17,1030.83,Building_A,53.6,-76
SENSOR_007,2025-12-02 18:49:47,4.77,70.53,1016.18,Building_A,18.8,-73
SENSOR_062,2025-12-02 18:49:42,1.49,88.03,998.19,Building_A,21.2,-76
SENSOR_095,2025-12-02 18:49:37,-3.55,94.97,1008.74,Building_B,69.6,-74
SENSOR_051,2025-12-02 18:49:32,40.33,61.41,1026.53,Factory_Floor,46.6,-55
SENSOR_040,2025-12-02 18:49:27,4.39,58.46,1009.84,Building_A,80.3,-40
SENSOR_098,2025-12-02 18:49:22,36.19,88.57,1002.24,Factory_Floor,4.6,-72
SENSOR_095,2025-12-02 18:49:17,-1.97,39.56,1036.09,Outdoor,72.0,-63
SENSOR_020,2025-12-02 18:49:12,0.79,37.25,1014.19,Building_B,49.9,-57
SENSOR_033,2025-12-02 18:49:07,31.98,56.65,1023.41,Factory_Floor,46.1,-55
SENSOR_022,2025-12-02 18:49:02,-2.3,60.99,991.04,Outdoor,99.0,-93
SENSOR_068,2025-12-02 18:48:57,-8.14,83.5,1036.71,Building_A,76.4,-48
SENSOR_018,2025-12-02 18:48:52,36.34,37.36,1022.43,Building_A,21.9,-42
SENSOR_048,2025-12-02 18:48:47,-6.68,67.83,1036.03,Factory_Floor,65.9,-98
SENSOR_001,2025-12-02 18:48:42,19.27,50.85,981.0,Warehouse_1,53.6,-64
SENSOR_003,2025-12-02 18:48:37,17.62,72.34,1005.83,Building_B,10.7,-88
SENSOR_068,2025-12-02 18:48:32,-1.81,34.39,1011.59,Warehouse_1,26.7,-50
SENSOR_011,2025-12-02 18:48:27,10.52,50.45,1013.9,Building_B,30.0,-90
SENSOR_084,2025-12-02 18:48:22,44.54,68.74,981.9,Factory_Floor,37.9,-30
SENSOR_061,2025-12-02 18:48:17,-6.91,20.71,990.28,Factory_Floor,84.5,-58
SENSOR_073,2025-12-02 18:48:12,43.75,93.04,1033.69,Building_A,23.0,-40
SENSOR_035,2025-12-02 18:48:07,-7.44,25.58,1035.54,Outdoor,56.4,-96
SENSOR_023,2025-12-02 18:48:02,41.08,43.59,1037.69,Outdoor,14.4,-50
SENSOR_010,2025-12-02 18:47:57,6.46,62.3,1014.0,Factory_Floor,67.7,-31
SENSOR_043,2025-12-02 18:47:52,11.11,75.48,1027.43,Building_A,50.1,-56
SENSOR_007,2025-12-02 18:47:47,-4.63,37.41,984.56,Outdoor,76.9,-50
SENSOR_100,2025-12-02 18:47:42,7.95,67.56,1027.01,Factory_Floor,49.1,-55
SENSOR_071,2025-12-02 18:47:37,41.76,52.39,1020.78,Factory_Floor,8.6,-63
SENSOR_032,2025-12-02 18:47:32,29.22,26.15,989.25,Building_B,74.0,-60
SENSOR_047,2025-12-02 18:47:27,-4.14,20.39,998.5,Warehouse_1,76.1,-87
SENSOR_017,2025-12-02 18:47:22,-5.2,52.32,1013.42,Outdoor,40.8,-97
SENSOR_012,2025-12-02 18:47:17,9.47,26.98,1015.88,Warehouse_1,86.4,-99
SENSOR_038,2025-12-02 18:47:12,12.76,78.44,1023.49,Outdoor,90.5,-69
SENSOR_074,2025-12-02 18:47:07,18.66,71.4,990.17,Warehouse_1,30.1,-37
SENSOR_019,2025-12-02 18:47:02,-6.52,52.6,1005.27,Factory_Floor,78.3,-54
SENSOR_033,2025-12-02 18:46:57,41.93,74.07,1009.75,Outdoor,19.6,-87
SENSOR_018,2025-12-02 18:46:52,6.76,91.16,999.93,Outdoor,38.0,-58
SENSOR_057,2025-12-02 18:46:47,8.41,81.16,1031.57,Outdoor,13.6,-59
SENSOR_078,2025-12-02 18:46:42,42.1,35.06,998.85,Factory_Floor,96.9,-63
SENSOR_095,2025-12-02 18:46:37,28.22,56.83,1014.55,Building_B,32.6,-65
SENSOR_051,2025-12-02 18:46:32,10.08,89.91,991.99,Outdoor,18.0,-30
SENSOR_004,2025-12-02 18:46:27,42.42,54.62,1022.5,Factory_Floor,79.8,-92
SENSOR_053,2025-12-02 18:46:22,27.01,30.44,998.17,Warehouse_1,65.9,-46
SENSOR_049,2025-12-02 18:46:17,-5.93,94.3,1008.75,Factory_Floor,53.4,-47
SENSOR_070,2025-12-02 18:46:12,-7.98,92.63,1022.1,Outdoor,59.4,-90
SENSOR_014,2025-12-02 18:46:07,32.29,69.32,1001.3,Outdoor,4.4,-49
SENSOR_097,2025-12-02 18:46:02,8.24,79.72,986.36,Building_A,25.9,-35
SENSOR_096,2025-12-02 18:45:57,18.53,63.54,1014.51,Factory_Floor,37.4,-41
SENSOR_099,2025-12-02 18:45:52,27.38,71.78,989.04,Building_A,48.3,-63
SENSOR_054,2025-12-02 18:45:47,40.63,26.44,1029.88,Building_B,34.8,-57
SENSOR_059,2025-12-02 18:45:42,33.13,59.08,1000.9,Building_A,43.8,-43
SENSOR_041,2025-12-02 18:45:37,-6.31,23.35,1022.65,Building_A,84.9,-87
SENSOR_087,2025-12-02 18:45:32,34.0,89.74,1024.43,Outdoor,17.4,-80
SENSOR_043,2025-12-02 18:45:27,20.79,91.88,993.91,Factory_Floor,63.0,-77
SENSOR_082,2025-12-02 18:45:22,26.15,49.67,1024.24,Building_B,45.0,-46
SENSOR_050,2025-12-02 18:45:17,-9.76,36.11,996.7,Building_A,57.7,-32
SENSOR_024,2025-12-02 18:45:12,10.12,34.78,986.84,Factory_Floor,52.8,-60
SENSOR_077,2025-12-02 18:45:07,11.38,49.44,986.85,Warehouse_1,84.6,-78
SENSOR_087,2025-12-02 18:45:02,28.83,42.31,1016.87,Building_A,67.2,-60
SENSOR_016,2025-12-02 18:44:57,3.12,28.77,1002.4,Building_B,51.1,-47
SENSOR_077,2025-12-02 18:44:52,-2.42,48.78,991.15,Outdoor,69.3,-78
SENSOR_072,2025-12-02 18:44:47,-0.82,41.66,991.23,Factory_Floor,61.9,-55
SENSOR_002,2025-12-02 18:44:42,16.65,34.63,1003.04,Outdoor,50.5,-37
SENSOR_053,2025-12-02 18:44:37,27.66,51.17,1030.39,Factory_Floor,16.7,-97
SENSOR_098,2025-12-02 18:44:32,2.13,22.45,993.49,Warehouse_1,16.8,-42
SENSOR_073,2025-12-02 18:44:27,30.84,77.44,1012.98,Building_A,57.3,-66
SENSOR_100,2025-12-02 18:44:22,19.87,94.32,1012.52,Building_A,76.0,-44
SENSOR_070,2025-12-02 18:44:17,2.02,51.89,1024.16,Building_B,29.8,-96
SENSOR_058,2025-12-02 18:44:12,4.45,84.66,985.22,Building_A,77.6,-70
SENSOR_027,2025-12-02 18:44:07,34.59,64.09,1001.04,Outdoor,63.3,-79
SENSOR_079,2025-12-02 18:44:02,-2.34,35.5,992.42,Building_A,57.0,-32
SENSOR_036,2025-12-02 18:43:57,22.83,32.63,1038.74,Warehouse_1,28.9,-66
SENSOR_066,2025-12-02 18:43:52,44.2,70.95,985.71,Factory_Floor,91.9,-65
SENSOR_084,2025-12-02 18:43:47,-3.02,84.96,994.98,Warehouse_1,82.8,-50
SENSOR_063,2025-12-02 18:43:42,-2.18,67.43,1017.67,Factory_Floor,45.2,-89
SENSOR_052,2025-12-02 18:43:37,18.36,40.87,1036.18,Warehouse_1,45.5,-38
SENSOR_042,2025-12-02 18:43:32,22.01,85.17,1030.83,Building_A,73.1,-42
SENSOR_082,2025-12-02 18:43:27,26.53,46.87,983.8,Outdoor,39.8,-46
SENSOR_028,2025-12-02 18:43:22,17.21,44.21,997.02,Outdoor,57.8,-38
SENSOR_044,2025-12-02 18:43:17,39.18,77.17,982.76,Factory_Floor,1.6,-80
SENSOR_057,2025-12-02 18:43:12,15.11,94.39,1005.67,Building_B,88.2,-62
SENSOR_021,2025-12-02 18:43:07,38.09,85.74,985.6,Warehouse_1,25.0,-53
SENSOR_086,2025-12-02 18:43:02,39.71,32.41,1003.78,Warehouse_1,72.6,-71
SENSOR_055,2025-12-02 18:42:57,26.05,72.78,980.07,Factory_Floor,7.8,-72
SENSOR_067,2025-12-02 18:42:52,27.4,20.7,1021.74,Building_A,98.8,-46
SENSOR_089,2025-12-02 18:42:47,-2.73,25.31,1002.98,Building_A,10.3,-53
SENSOR_039,2025-12-02 18:42:42,-2.46,78.01,1025.19,Building_B,64.2,-82
SENSOR_009,2025-12-02 18:42:37,19.18,20.64,1019.0,Factory_Floor,35.1,-73
SENSOR_081,2025-12-02 18:42:32,31.15,88.99,1016.96,Factory_Floor,86.0,-89
SENSOR_013,2025-12-02 18:42:27,-2.3,29.24,1023.8,Warehouse_1,96.3,-60
SENSOR_018,2025-12-02 18:42:22,3.63,68.35,994.89,Outdoor,60.0,-64
SENSOR_100,2025-12-02 18:42:17,41.77,22.01,1030.82,Warehouse_1,20.5,-35
SENSOR_025,2025-12-02 18:42:12,31.13,42.17,983.27,Building_B,49.5,-86
SENSOR_031,2025-12-02 18:42:07,17.48,64.54,1011.7,Building_A,98.7,-60
SENSOR_017,2025-12-02 18:42:02,11.28,82.92,1005.25,Outdoor,68.3,-40
SENSOR_099,2025-12-02 18:41:57,-5.99,64.05,980.83,Building_B,4.0,-93
SENSOR_051,2025-12-02 18:41:52,17.86,67.14,1010.06,Factory_Floor,42.4,-49
SENSOR_011,2025-12-02 18:41:47,25.23,60.32,989.16,Building_A,31.0,-35
SENSOR_027,2025-12-02 18:41:42,43.59,31.65,999.61,Outdoor,63.4,-92
SENSOR_040,2025-12-02 18:41:37,28.43,74.75,1030.79,Building_A,24.4,-45
SENSOR_015,2025-12-02 18:41:32,14.94,65.66,998.56,Building_B,11.9,-83
SENSOR_090,2025-12-02 18:41:27,-9.38,57.23,1000.8,Outdoor,78.3,-67
SENSOR_022,2025-12-02 18:41:22,10.45,76.23,1032.41,Building_A,77.1,-97
SENSOR_043,2025-12-02 18:41:17,34.39,40.4,983.83,Outdoor,62.8,-37
SENSOR_059,2025-12-02 18:41:12,18.09,24.16,1031.56,Building_B,36.8,-68
SENSOR_099,2025-12-02 18:41:07,-4.34,63.04,1023.37,Building_B,74.1,-100
SENSOR_006,2025-12-02 18:41:02,37.23,20.92,982.76,Warehouse_1,38.3,-81
SENSOR_023,2025-12-02 18:40:57,41.21,84.31,1013.17,Factory_Floor,22.5,-69
SENSOR_054,2025-12-02 18:40:52,40.37,44.0,1029.56,Outdoor,37.3,-36
SENSOR_087,2025-12-02 18:40:47,39.61,33.45,1028.26,Building_A,95.4,-92
SENSOR_060,2025-12-02 18:40:42,37.63,78.01,998.64,Building_A,55.3,-99
SENSOR_048,2025-12-02 18:40:37,1.04,62.29,998.23,Outdoor,24.3,-53
SENSOR_076,2025-12-02 18:40:32,43.45,94.83,1026.55,Outdoor,76.0,-69
SENSOR_020,2025-12-02 18:40:27,-9.65,50.75,993.98,Warehouse_1,63.6,-99
SENSOR_043,2025-12-02 18:40:22,-9.92,69.3,1030.94,Warehouse_1,10.4,-33
SENSOR_031,2025-12-02 18:40:17,13.09,92.09,1038.35,Building_B,71.2,-89
SENSOR_006,2025-12-02 18:40:12,40.67,87.3,1011.19,Warehouse_1,45.8,-90
SENSOR_075,2025-12-02 18:40:07,-4.74,30.01,1029.2,Building_A,59.2,-93
SENSOR_056,2025-12-02 18:40:02,26.43,29.8,997.5,Warehouse_1,92.6,-50
SENSOR_090,2025-12-02 18:39:57,35.75,44.47,1007.17,Building_B,7.5,-75
SENSOR_018,2025-12-02 18:39:52,32.9,63.85,989.32,Building_B,45.0,-60
SENSOR_053,2025-12-02 18:39:47,-3.36,46.87,1026.22,Factory_Floor,30.8,-67
SENSOR_016,2025-12-02 18:39:42,-5.03,80.57,998.25,Outdoor,4.0,-59
SENSOR_019,2025-12-02 18:39:37,-4.98,38.62,1001.34,Outdoor,4.9,-62
SENSOR_034,2025-12-02 18:39:32,35.1,33.04,1037.13,Factory_Floor,55.6,-30
SENSOR_032,2025-12-02 18:39:27,-4.79,27.64,1027.63,Building_A,1.2,-72
SENSOR_017,2025-12-02 18:39:22,0.9,50.04,1021.18,Building_A,58.2,-67
SENSOR_010,2025-12-02 18:39:17,-8.8,24.84,1034.15,Factory_Floor,80.9,-89
SENSOR_043,2025-12-02 18:39:12,-3.26,90.67,983.04,Outdoor,43.3,-50
SENSOR_064,2025-12-02 18:39:07,-8.38,71.24,990.37,Building_B,90.8,-65
SENSOR_036,2025-12-02 18:39:02,14.53,31.15,1016.85,Outdoor,24.6,-63
SENSOR_064,2025-12-02 18:38:57,12.66,61.3,983.66,Warehouse_1,38.3,-47
SENSOR_026,2025-12-02 18:38:52,25.35,79.79,994.95,Outdoor,79.5,-52
SENSOR_092,2025-12-02 18:38:47,9.75,60.84,1009.08,Outdoor,50.2,-51
SENSOR_035,2025-12-02 18:38:42,-0.11,43.92,993.14,Warehouse_1,5.9,-40
SENSOR_068,2025-12-02 18:38:37,9.66,63.8,993.97,Building_B,10.0,-70
SENSOR_035,2025-12-02 18:38:32,19.35,79.34,1024.22,Building_B,57.6,-51
SENSOR_046,2025-12-02 18:38:27,41.44,94.37,990.42,Building_B,59.3,-55
SENSOR_076,2025-12-02 18:38:22,-8.45,72.54,1036.85,Outdoor,14.2,-76
SENSOR_064,2025-12-02 18:38:17,19.82,33.17,982.28,Building_A,23.3,-72
SENSOR_003,2025-12-02 18:38:12,18.95,20.05,1035.07,Building_B,80.6,-57
SENSOR_092,2025-12-02 18:38:07,-0.24,80.18,1032.09,Building_A,2.2,-82
SENSOR_100,2025-12-02 18:38:02,-3.9,59.47,1001.89,Building_A,37.4,-50
SENSOR_076,2025-12-02 18:37:57,-4.44,42.63,988.19,Building_B,73.2,-45
SENSOR_082,2025-12-02 18:37:52,42.84,68.69,990.45,Outdoor,69.4,-55
SENSOR_029,2025-12-02 18:37:47,26.6,81.08,1002.7,Warehouse_1,12.7,-100
SENSOR_090,2025-12-02 18:37:42,42.18,49.37,1039.66,Outdoor,3.2,-60
SENSOR_079,2025-12-02 18:37:37,2.15,62.42,1036.2,Building_B,33.1,-91
SENSOR_031,2025-12-02 18:37:32,9.07,43.96,1018.17,Building_A,82.2,-58
SENSOR_058,2025-12-02 18:37:27,-9.37,35.73,1021.59,Warehouse_1,25.7,-87
SENSOR_093,2025-12-02 18:37:22,-9.93,48.95,1023.96,Building_B,88.5,-37
SENSOR_049,2025-12-02 18:37:17,9.32,48.15,1029.73,Outdoor,65.1,-72
SENSOR_021,2025-12-02 18:37:12,14.82,79.94,982.0,Building_A,31.9,-87
SENSOR_010,2025-12-02 18:37:07,8.8,86.59,989.65,Building_A,54.7,-89
SENSOR_044,2025-12-02 18:37:02,22.67,66.02,1008.96,Building_A,43.1,-79
SENSOR_078,2025-12-02 18:36:57,38.94,31.78,986.08,Building_B,97.4,-48
SENSOR_090,2025-12-02 18:36:52,20.48,89.42,1012.41,Warehouse_1,29.7,-88
SENSOR_007,2025-12-02 18:36:47,11.61,61.22,1009.46,Building_A,36.1,-46
SENSOR_012,2025-12-02 18:36:42,6.2,69.65,1016.01,Building_B,9.7,-74
SENSOR_022,2025-12-02 18:36:37,25.1,93.28,1008.41,Building_A,30.8,-50
SENSOR_061,2025-12-02 18:36:32,16.9,69.58,985.47,Outdoor,38.8,-53
SENSOR_049,2025-12-02 18:36:27,10.32,53.43,995.8,Factory_Floor,26.3,-66
SENSOR_073,2025-12-02 18:36:22,-6.61,76.42,1020.05,Building_A,66.8,-31
SENSOR_053,2025-12-02 18:36:17,43.39,64.23,1013.22,Factory_Floor,81.8,-47
SENSOR_069,2025-12-02 18:36:12,27.79,90.23,1014.36,Building_B,47.6,-90
SENSOR_051,2025-12-02 18:36:07,39.65,73.57,1010.13,Outdoor,80.0,-82
SENSOR_016,2025-12-02 18:36:02,42.21,53.68,1036.94,Building_B,97.2,-76
SENSOR_017,2025-12-02 18:35:57,-7.65,25.88,1020.99,Building_B,99.7,-82
SENSOR_077,2025-12-02 18:35:52,4.18,88.31,1034.85,Building_A,8.7,-50
SENSOR_071,2025-12-02 18:35:47,7.94,40.72,1007.49,Building_A,78.7,-34
SENSOR_054,2025-12-02 18:35:42,-3.81,31.22,1014.0,Outdoor,75.8,-88
SENSOR_014,2025-12-02 18:35:37,20.95,27.57,997.17,Outdoor,88.0,-48
SENSOR_034,2025-12-02 18:35:32,11.07,56.42,1016.54,Building_A,17.2,-49
SENSOR_019,2025-12-02 18:35:27,24.0,71.06,1004.1,Factory_Floor,89.0,-58
SENSOR_089,2025-12-02 18:35:22,3.07,75.93,1035.25,Warehouse_1,2.0,-62
SENSOR_040,2025-12-02 18:35:17,5.42,56.87,1021.77,Building_A,97.2,-71
SENSOR_018,2025-12-02 18:35:12,6.53,75.78,1026.44,Warehouse_1,26.9,-47
SENSOR_078,2025-12-02 18:35:07,25.51,34.1,992.68,Factory_Floor,74.1,-34
SENSOR_048,2025-12-02 18:35:02,35.16,58.65,989.54,Warehouse_1,71.0,-49
SENSOR_018,2025-12-02 18:34:57,32.93,59.32,1014.12,Building_B,19.3,-75
SENSOR_008,2025-12-02 18:34:52,3.72,54.23,1035.08,Building_B,27.4,-41
SENSOR_065,2025-12-02 18:34:47,11.83,89.23,1020.87,Building_B,37.2,-43
SENSOR_023,2025-12-02 18:34:42,42.83,55.59,1013.08,Warehouse_1,16.4,-67
SENSOR_096,2025-12-02 18:34:37,35.7,26.78,981.65,Building_A,16.3,-73
SENSOR_029,2025-12-02 18:34:32,25.61,70.83,996.15,Factory_Floor,51.3,-99
SENSOR_061,2025-12-02 18:34:27,40.13,68.55,1016.07,Building_A,22.4,-61
SENSOR_092,2025-12-02 18:34:22,43.19,68.21,1005.43,Factory_Floor,85.2,-42
SENSOR_033,2025-12-02 18:34:17,2.0,42.66,1011.24,Outdoor,39.7,-87
SENSOR_001,2025-12-02 18:34:12,18.13,69.68,1030.6,Warehouse_1,56.1,-64
SENSOR_039,2025-12-02 18:34:07,27.64,56.13,1000.18,Warehouse_1,64.1,-65
SENSOR_034,2025-12-02 18:34:02,26.09,91.41,1019.09,Building_B,15.0,-70
SENSOR_008,2025-12-02 18:33:57,34.3,80.18,1016.0,Warehouse_1,68.1,-97
SENSOR_084,2025-12-02 18:33:52,17.36,42.17,1034.41,Factory_Floor,38.8,-96
SENSOR_075,2025-12-02 18:33:47,28.94,62.9,991.39,Building_B,68.6,-40
SENSOR_086,2025-12-02 18:33:42,9.72,42.51,990.2,Outdoor,18.1,-88
SENSOR_061,2025-12-02 18:33:37,-2.96,39.4,1028.5,Building_B,94.7,-58
SENSOR_084,2025-12-02 18:33:32,-5.09,46.65,1024.65,Warehouse_1,42.0,-58
SENSOR_048,2025-12-02 18:33:27,4.33,42.05,1031.07,Factory_Floor,5.4,-91
SENSOR_061,2025-12-02 18:33:22,38.92,57.54,1032.05,Factory_Floor,53.0,-48
SENSOR_007,2025-12-02 18:33:17,37.9,31.31,1039.54,Warehouse_1,40.9,-42
SENSOR_019,2025-12-02 18:33:12,7.4,73.68,1026.74,Factory_Floor,33.3,-78
SENSOR_041,2025-12-02 18:33:07,24.9,20.35,996.41,Building_B,57.6,-80
SENSOR_063,2025-12-02 18:33:02,33.19,78.48,987.76,Factory_Floor,63.3,-49
SENSOR_055,2025-12-02 18:32:57,43.09,48.75,982.26,Building_B,73.1,-99
SENSOR_042,2025-12-02 18:32:52,31.63,59.83,981.07,Building_A,62.7,-69
SENSOR_029,2025-12-02 18:32:47,28.14,45.83,987.74,Factory_Floor,50.3,-61
SENSOR_022,2025-12-02 18:32:42,-6.41,23.43,1036.91,Factory_Floor,72.8,-33
SENSOR_044,2025-12-02 18:32:37,13.85,71.51,988.03,Factory_Floor,35.9,-76
SENSOR_022,2025-12-02 18:32:32,42.14,88.87,1004.2,Building_B,22.4,-84
SENSOR_028,2025-12-02 18:32:27,30.37,64.23,990.14,Warehouse_1,71.1,-96
SENSOR_049,2025-12-02 18:32:22,38.21,39.18,1012.08,Building_A,59.4,-94
SENSOR_085,2025-12-02 18:32:17,-4.05,82.71,982.89,Building_A,41.7,-52
SENSOR_016,2025-12-02 18:32:12,20.1,55.58,989.19,Building_A,30.1,-88
SENSOR_085,2025-12-02 18:32:07,18.62,66.71,1022.04,Factory_Floor,83.1,-87
SENSOR_066,2025-12-02 18:32:02,29.53,28.83,986.84,Building_A,49.8,-75
SENSOR_100,2025-12-02 18:31:57,4.46,59.24,992.1,Factory_Floor,29.5,-95
SENSOR_071,2025-12-02 18:31:52,17.3,35.58,1035.99,Warehouse_1,23.5,-99
SENSOR_086,2025-12-02 18:31:47,-5.1,28.28,1014.45,Factory_Floor,14.9,-89
SENSOR_100,2025-12-02 18:31:42,18.14,74.27,986.08,Warehouse_1,64.4,-42
SENSOR_038,2025-12-02 18:31:37,4.53,23.76,1028.79,Building_A,85.2,-54
SENSOR_087,2025-12-02 18:31:32,7.2,75.39,985.7,Building_A,1.0,-83
SENSOR_085,2025-12-02 18:31:27,25.6,44.65,1033.67,Outdoor,26.8,-89
SENSOR_048,2025-12-02 18:31:22,34.82,33.72,1004.05,Factory_Floor,27.2,-51
SENSOR_089,2025-12-02 18:31:17,36.79,79.99,1018.93,Building_B,11.3,-93
SENSOR_021,2025-12-02 18:31:12,-4.3,88.34,1008.96,Outdoor,67.8,-77
SENSOR_079,2025-12-02 18:31:07,10.89,46.89,981.73,Building_B,48.3,-38
SENSOR_015,2025-12-02 18:31:02,38.82,53.05,983.8,Warehouse_1,1.2,-33
SENSOR_099,2025-12-02 18:30:57,30.9,74.28,993.44,Warehouse_1,51.9,-88
SENSOR_056,2025-12-02 18:30:52,26.39,38.64,1000.74,Factory_Floor,14.9,-94
SENSOR_002,2025-12-02 18:30:47,25.39,31.77,1030.93,Factory_Floor,86.9,-91
SENSOR_097,2025-12-02 18:30:42,17.04,38.07,1038.21,Building_A,50.7,-30
SENSOR_083,2025-12-02 18:30:37,10.83,81.28,984.73,Factory_Floor,80.1,-43
SENSOR_012,2025-12-02 18:30:32,37.11,53.53,987.12,Factory_Floor,74.5,-98
SENSOR_014,2025-12-02 18:30:27,12.19,22.69,1012.95,Building_A,79.2,-62
SENSOR_066,2025-12-02 18:30:22,20.93,69.09,1007.37,Warehouse_1,36.3,-94
SENSOR_029,2025-12-02 18:30:17,36.44,44.9,1026.04,Outdoor,47.3,-54
SENSOR_092,2025-12-02 18:30:12,14.89,27.31,1019.53,Building_A,34.1,-63
SENSOR_071,2025-12-02 18:30:07,18.71,72.66,982.75,Building_B,49.2,-48
SENSOR_014,2025-12-02 18:30:02,3.99,34.69,987.24,Factory_Floor,21.6,-76
SENSOR_092,2025-12-02 18:29:57,8.59,76.79,982.79,Outdoor,12.3,-43
SENSOR_059,2025-12-02 18:29:52,26.22,91.71,988.08,Factory_Floor,0.4,-94
SENSOR_071,2025-12-02 18:29:47,41.44,82.91,1008.98,Outdoor,78.1,-78
SENSOR_089,2025-12-02 18:29:42,21.82,74.79,987.7,Factory_Floor,65.8,-59
SENSOR_065,2025-12-02 18:29:37,38.48,51.4,1016.54,Building_B,27.4,-57
SENSOR_038,2025-12-02 18:29:32,14.91,30.0,1004.76,Outdoor,29.9,-30
SENSOR_041,2025-12-02 18:29:27,29.15,90.16,1017.95,Building_B,21.0,-63
SENSOR_088,2025-12-02 18:29:22,8.99,70.43,1038.88,Building_B,50.4,-59
SENSOR_091,2025-12-02 18:29:17,-3.65,46.42,1008.82,Outdoor,94.3,-47
SENSOR_087,2025-12-02 18:29:12,31.13,83.1,997.16,Factory_Floor,80.8,-34
SENSOR_014,2025-12-02 18:29:07,-8.61,30.9,1020.22,Building_B,26.7,-80
SENSOR_037,2025-12-02 18:29:02,27.59,30.98,983.72,Warehouse_1,20.4,-31
SENSOR_005,2025-12-02 18:28:57,9.73,53.94,1016.97,Outdoor,86.5,-51
SENSOR_031,2025-12-02 18:28:52,18.1,79.76,1021.77,Building_A,92.6,-51
SENSOR_054,2025-12-02 18:28:47,42.62,93.19,998.76,Outdoor,5.4,-68
SENSOR_026,2025-12-02 18:28:42,24.13,78.57,1032.21,Building_B,91.1,-53
SENSOR_097,2025-12-02 18:28:37,22.36,75.38,991.79,Building_B,29.4,-78
SENSOR_088,2025-12-02 18:28:32,-5.9,92.19,1024.1,Building_A,37.7,-46
SENSOR_036,2025-12-02 18:28:27,20.61,29.75,1015.04,Warehouse_1,0.6,-41
SENSOR_091,2025-12-02 18:28:22,41.56,23.0,1035.72,Outdoor,5.1,-62
SENSOR_063,2025-12-02 18:28:17,33.44,61.26,984.37,Warehouse_1,52.5,-77
SENSOR_067,2025-12-02 18:28:12,-6.25,57.89,1004.96,Outdoor,40.3,-56
SENSOR_029,2025-12-02 18:28:07,38.59,69.75,999.86,Warehouse_1,21.8,-33
SENSOR_061,2025-12-02 18:28:02,44.81,81.78,1038.87,Building_A,11.5,-56
SENSOR_058,2025-12-02 18:27:57,3.22,68.17,1035.12,Building_B,95.9,-59
SENSOR_049,2025-12-02 18:27:52,40.38,90.87,1003.15,Outdoor,72.4,-97
SENSOR_067,2025-12-02 18:27:47,35.22,48.12,1028.17,Factory_Floor,48.7,-63
SENSOR_084,2025-12-02 18:27:42,0.59,58.54,1036.89,Building_B,97.2,-32
SENSOR_069,2025-12-02 18:27:37,-9.6,24.91,1020.22,Building_B,86.5,-46
SENSOR_014,2025-12-02 18:27:32,1.31,82.16,1032.72,Factory_Floor,64.7,-91
SENSOR_096,2025-12-02 18:27:27,27.73,21.78,1023.01,Building_A,8.8,-94
SENSOR_023,2025-12-02 18:27:22,33.68,61.86,1014.5,Building_B,91.1,-48
SENSOR_050,2025-12-02 18:27:17,14.81,50.33,998.98,Factory_Floor,67.3,-32
SENSOR_001,2025-12-02 18:27:12,25.28,66.38,1025.36,Outdoor,4.6,-91
SENSOR_046,2025-12-02 18:27:07,41.04,27.96,1027.21,Warehouse_1,60.7,-64
